Screen Name,Text,Replies,Retweets,Likes,Sentiment
lazyhumanandcat,b'hallo hallo yg mau punya banyak followers instagram bs beli di aku yaa :)\n\n#zonauang #zonajajan #waspadacacarmonyet\xe2\x80\xa6 https://t.co/jSe5BGHQGF',,0,0,Netral
ChenziraDimitri,"b'virus buatan mamarika yang labnya ada di ukraina, bahkan labnya mamarika ada dimana mana termasuk indonesia raya #WaspadaCacarMonyet'",,0,0,Negatif
Dinda_Din7,"b'#WaspadaCacarMonyet waahh ada konspirasi apalagi ini gaes. Kemaren covid, sekarang muncul yang namanya cacar monyet\xe2\x80\xa6 https://t.co/UGPHj5uLK4'",,0,0,Negatif
Sayabunga10,"b'Corona baru selesai, ada Hepatitis aku, sekarang malah ditambah cacar monyet\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\n\n#WaspadaCacarMonyet\xe2\x80\xa6 https://t.co/sF9BetKu3k'",,0,0,Negatif
PopperNarak12,b'Dan para lelaki jangan sex bebas lho karena mudah tertular lewat lelaki muda hati  hati guys. \n#WaspadaCacarMonyet',,0,0,Positif
gania5521,"b'cacar monyet ini udah banyak yang kena di afrika, jangn sampe ke indo sih. kalo sampe sini ya bisa bisa ga bebas la\xe2\x80\xa6 https://t.co/kkF7RZeEUg'",,0,0,Positif
lamortaq2,"b'Ayo tingkatkan minat literasi apalagi soal update penyakit ini, kalian bisa donwload surat edaran kemenkes, di inte\xe2\x80\xa6 https://t.co/KK3HOVlL19'",,0,0,Positif
ngepelantai,"b'Tuhan menjagamu yaa tuan muda \xf0\x9f\xa5\xba \n\n#WaspadaCacarMonyet\nWabah Cacar Monyet Meledak, 219 Orang di Dunia Terjangkit https://t.co/1pZWreG9r7'",,1,0,Positif
colup1s6,"b'#WaspadaCacarMonyet aku habis baca banyak artikel soal monkeypox nih, kita tetap harus hati hati meskipun belum ada\xe2\x80\xa6 https://t.co/MJS0HaYl5D'",,0,0,Positif
zerahk12,"b'Monkeypox memang katanya hadi di Afrika Tengah dan Afrika Barat, bukan berarti tidak bisa menyebar hingga ke Indonesia #WaspadaCacarMonyet'",,0,0,Positif
kurogazh,"b'Meskipun gejala #WaspadaCacarMonyet itu banyak dan belum ada terlapor di sini, jangan lengah untuk selalu jaga kesehatan ya!'",,0,0,Positif
Diana_ratna89,"b'#WaspadaCacarMonyet konspirasi apalagi ini, habis covid muncul lagi cacar monyet dan gejalanya hampir mirip lagih.'",,0,0,Negatif
yahyu121,"b'#WaspadaCacarMonyet memang awalnya hanya di Afrika, tapi belakangan sudah menyebar ke negara negara lain guys seper\xe2\x80\xa6 https://t.co/vrOHPX7xOX'",,0,0,Positif
wwilona44,"b'jangan terlalu khawatir tentang cacar monyet, tapi ya tetep harus waspada ya ges ya #WaspadaCacarMonyet'",,0,0,Positif
IndiraTesti,b'Sekarang kita tidak boleh lengah penyakit ini sudah menyebar di Eropa lebih gampang menyebar lewat udara. \n#WaspadaCacarMonyet',,0,0,Positif
kaum_muslimin01,"b'#waspadacacarmonyet  Cebong LGBT PKI Pancasila anti Syareat islam, anti khilafah, anti kadrun, melahirkan generasi\xe2\x80\xa6 https://t.co/nSDjyBNq40'",,0,0,Negatif
privatearika,b'RT @Ai07941024: Yang utama nich gaess #WaspadaCacarMonyet yang makin deket ke Indonesia yang sebelumnya penyebaran awalnya ada di Eropa sek\xe2\x80\xa6',,2,0,Positif
hiatustpga,b'baru aja corona mau kelar eh ada lagi penyakit cacar monyet. jadi was was lagi nih. tetep waspada ya gengs  #WaspadaCacarMonyet',,0,0,Positif
rereziaz,"b'cacar monyet ini jadi menyeramkan ya apalagi setelah liat foto foto dari orang yang terjangkit, semoga saya dan ora\xe2\x80\xa6 https://t.co/RHnqN4LypW'",,0,0,Positif
juribigwin,b'ngeri banget ngeliat cacar monyet yang ngejangkit manusia bisa sampe bentol bentol besar sekujur tubuh gitu :(((( K\xe2\x80\xa6 https://t.co/gAREu5tm6W',,0,0,Positif
kashiassyifa,b'mari Menjaga imun tubuh karena itu sangat penting sekali untuk mencegah virus-virus seperti cacar monyet yang sekar\xe2\x80\xa6 https://t.co/6kKqFp2k2I',,0,0,Positif
CakeuKeukeu,b'Pihak pemerintah harus ngeedukasi masyarakat nih terkait virus cacar monyet terutama cara pencegahannya #WaspadaCacarMonyet',,0,0,Positif
arinanesyaa,b'terlepas dari benar atau tidaknya berita tentang monkeypox diluaran. kalian jangan sampai menelan berita mentah-mentah #WaspadaCacarMonyet',,0,0,Netral
orenshopedia,b'slingbag gemeshh \xe2\xa4\xb5\xef\xb8\x8f\nlink toko: https://t.co/0PB5SW0UdI\n\ntags: pancasila liam payne bts bts bts pelecehan hujan bula\xe2\x80\xa6 https://t.co/MNy45JAOAp',,4,7,Netral
shopeesale_id,b'R50HK Rok Plisket Velvet 3tone 3warna / FLARE MIDI SKIRT VELVET / Rok bludru long skirt import dengan harga Rp82.80\xe2\x80\xa6 https://t.co/grnAa24YAE',,0,0,Netral
nalarsakit,b'Paket Kilat Harga Murah \xf0\x9f\x93\xa3\n-\nJl. Prof. Dr. Hamka No.1A\nLarangan Utara #Tangerang \n-\nMap : https://t.co/0fKJDlAiWu\xe2\x80\xa6\n-\xe2\x80\xa6 https://t.co/PnYsVIZ4mO',,0,2,Netral
alethanaira,"b'reminder nih temen\xc2\xb2, kalian jangan diem aja kl tahu ada orang dengan gejala penyakit cacar monyet, segera laporin #WaspadaCacarMonyet'",,0,0,Positif
RenjanaGusti,"b'penyakit cacar monyet ini sudah ada kasusnya di beberapa negara, kita harus sudah siap untuk menghadapi kemungkinan\xe2\x80\xa6 https://t.co/Qwf61rRFYW'",,0,0,Positif
jaehkarta,b'ini apa #WaspadaCacarMonyet',,0,0,Netral
CaturPancarona,"b'kasus cacar monyet ini sudah ada di beberapa negara dan kabarnya sudah ada yang terjangkit juga di negara tetangga,\xe2\x80\xa6 https://t.co/gYtxdezKRo'",,0,0,Netral
lann_delilah,b'kalau perihal ada yang sengaja membuat atau menyebarkan virus cacar monyet ini ya aku sih ga terlalu percaya karena\xe2\x80\xa6 https://t.co/pw91vIXbBI',,0,0,Netral
hafizhaazhar,"b'emang udh wajib sih di bandara atau pelabuhan dipasang pemindai suhu tubuh, supaya tidak ada orang terpapar cacar m\xe2\x80\xa6 https://t.co/ElTaCIau6R'",,0,0,Positif
dayday_dei,b'muncul nih konspirasi dari AS yang melakukan riset untuk menularkan cacar monyet melalui teknologi senjata biologis\xe2\x80\xa6 https://t.co/L88p1oH5mj',,0,0,Negatif
epooyy99,"b'RT @Zaasmartt: Jadi guys penyakit monkeypox ini telah menimbulkan gejala serupa yg mirip dgn flu, yang disertai juga dengan ruam dan luka p\xe2\x80\xa6'",,1,0,Positif
leoonardys,"b'jaga kesehatan dan hidup dilingkungan yang sehat, karena lagi ada penyakit cacar monyet di Indonesia #WaspadaCacarMonyet'",,0,0,Positif
Rajane0002,b'hadehhh corona belum kelar ditambahin hepatitis akut terus ditambahin lagi sama si cacar monyet satu satu kek janga\xe2\x80\xa6 https://t.co/8Q2aOzKcGk',,0,0,Negatif
ChoyZii,"b'WHO update bgt sama penyebaran penyakit ini, skrng dibeberapa wilayah Eropa udh lumayan byk yg kena. So kita tetap\xe2\x80\xa6 https://t.co/monVT4dHHT'",,0,0,Positif
epooyy99,"b'RT @Trias15769062: Just info nih..! Penyakit Monkeypox ini Zoonosis yang disebabkan virus Monkeypox, umumnya terjadi di Afrika Tengah dan A\xe2\x80\xa6'",,1,0,Positif
epooyy99,"b'RT @ahoyrastafa: diimbau buat makin patuh ke protokol kesehatan soalnya biasanya yang susah diajak buat patuh tuh orang tua, mereka susah k\xe2\x80\xa6'",,2,0,Positif
tavishadnan,"b'emang ga ada abisnya ya penyakit ini, yu tetap terapkan protokol kesehatan guys untuk jaga2 aja semoga virusnya gk\xe2\x80\xa6 https://t.co/owhuF9REMs'",,0,0,Positif
DawnNanon,b'kita harus selalu waspada terhadap segala penyakit apalagi sekarang lagi musim seperti ini terutama untuk penyakit\xe2\x80\xa6 https://t.co/y4vMdOIzz9',,0,0,Positif
Trias15769062,"b'Just info nih..! Penyakit Monkeypox ini Zoonosis yang disebabkan virus Monkeypox, umumnya terjadi di Afrika Tengah\xe2\x80\xa6 https://t.co/DcdCtIHAGz'",,1,0,Positif
oliviaarafah,b'udah tau dari lama sih Penyakitnya dri dulu tapi skrng penyebaran udh sampe ke wikayah luar endemi jdi tetap jaga d\xe2\x80\xa6 https://t.co/qWkj8PXvtg',,0,0,Positif
ifftahly,b'Yuk sama-sama kita saling jaga dan beritahu keluarga tentang penyakit ini biar mereka gak panik #WaspadaCacarMonyet',,0,1,Positif
Rararia1616,b'Wajib tau nih mengenai #WaspadaCacarMonyet hati hati ya penularan terjadi melalui kontak langsung dengan orang atau\xe2\x80\xa6 https://t.co/D9qCNgK572',,0,0,Positif
dwin4426,b'cacar monyet ini lumayan ngeri juga nanah yang ada di benjolannya tuh gampang nyebar jadi persebarannya cepet bange\xe2\x80\xa6 https://t.co/34Ai1RiUd2',,0,0,Positif
Aguskurr_,b'Cacar Penyetan Lele ada gak? #WaspadaCacarMonyet',,0,0,Positif
Raditaditoke,b'Banyak penyebaran selain penularan melalui kontak langsung #WaspadaCacarMonyet juga bisa terjadi melalui benda yang\xe2\x80\xa6 https://t.co/vmDxnTuyGI',,0,0,Positif
epooyy99,"b'RT @Faraamari: Wah hati hati ya sama cacar monyet sekarang, stay safe deh #WaspadaCacarMonyet https://t.co/vvEtpvcDQZ'",,1,0,Positif
indomiiiiinstan,b'dr kemarin rame bgt nih bahas tentang cacar monyet sama perkembangannya udah sampai negara mana aja yang terjangkit\xe2\x80\xa6 https://t.co/X5vhNc9QsD',,0,0,Positif
Bobasiip,"b'#WaspadaCacarMonyet berawal hanya di Afrika, tapi belakangan sudah menyebar ke negara negara lain guys seperti Aust\xe2\x80\xa6 https://t.co/4JwwSnPbrG'",,0,0,Positif
princebubleland,b'Ada lagi aja....#WaspadaCacarMonyet',,0,0,Positif
AyoCirebonCom,"b'Tokoh Perumusan Dasar Negara Indonesia Pancasila Saat Hari Lahir Pancasila 1 Juni 1945, Siapa Saja ? \n\nHujan bulan\xe2\x80\xa6 https://t.co/9UTX1gbuCo'",,0,0,Netral
Balabala3322,"b'Beberapa negara besar Negara seperti Perancis, Jerman, Italia, Belanda, Portugal, Spanyol, Swedia, Inggris dan Amer\xe2\x80\xa6 https://t.co/Zw0BQT6R5s'",,0,0,Positif
NURDAYANIEDGN,"b'setelah gue cari tau yang terkena cacar monyet kebanyakan laki-laki ya, yang laki-laki lebih waspada ya tapi yang p\xe2\x80\xa6 https://t.co/3ruZW4xsRe'",,0,0,Positif
cakarpohon,"b'Ya namanya juga penyakit ya gaes ya ngga ada yang tau, yang bisa lakuin mah cuma pencegahan aja dengan jaga kebersi\xe2\x80\xa6 https://t.co/lywcItjaUc'",,0,0,Positif
ShopeeShop91,b'3 in 1 \xe2\x9e\xa1\xef\xb8\x8f https://t.co/SLI88Qe4Mm\n.\n.\nPelecehan Yamato #waspadacacarmonyet #StopAsianHate hujan bulan Juni\xe2\x80\xa6 https://t.co/ZmXjXmD9fR',,0,2,Netral
angkasaheezel,"b'Semoga para penderita monkeypox di seluruh dunia ini bisa cepat sembuh, biar bisa beraktifitas seperti biasanya lag\xe2\x80\xa6 https://t.co/v2nMb0aUlt'",,0,0,Positif
kaum_muslimin01,"b'#waspadacacarmonyet  Cebong LGBT PKI Pancasila anti Syareat islam, anti khilafah, anti kadrun, melahirkan pajak aba\xe2\x80\xa6 https://t.co/uyffTDeNxQ'",,0,0,Negatif
Azza0409,"b'#WaspadaCacarMonyet yuk kenali beberapa tanda tandanya! Yang paling umum ada sakit kepala, demam akut &gt",,,,Positif
epooyy99,b'RT @chentongkim: Bakalan ada yang disiapin Amerika buat cacar monyet! Semoga aja beneran ada dan cepat pendistribusiannya #WaspadaCacarMony\xe2\x80\xa6',,1,0,Positif
WidodoDwi16,b'sebenernya cacar monyet ini kan penyakit lama ya udah jadi endemik juga di Afrika tapi baru santer banget akhir akh\xe2\x80\xa6 https://t.co/Z6WVfgZ8RG',,0,0,Positif
Yukieppie,"b'Ini Cacar Monyet kenapa jadi nyebar kemana mana sih, stay safe ya mentemen #WaspadaCacarMonyet'",,0,0,Positif
kaum_muslimin01,"b'#waspadacacarmonyet  Cebong LGBT PKI Pancasila anti Syareat islam, anti khilafah, anti kadrun, melahirkan kemungkar\xe2\x80\xa6 https://t.co/zxmUaDEHxN'",,0,0,Negatif
Kugimachiii,b'Jaga kebersihan sama kesehatannya jangan kendor ya gais sekarang lagi marak Cacar Monyet #WaspadaCacarMonyet',,0,0,Positif
Oriza_Za,"b'Lebih baik mencegah daripada mengobati #WaspadaCacarMonyet tuh awalnya dari negara non endemis, tapi sekarang melua\xe2\x80\xa6 https://t.co/DxawmhrLmw'",,0,0,Positif
_ZahwaSfiera,b'Noted banget\xe2\x9c\xa8\nMerasa cukuplah dan jangan lupa tuk sllu berstukur \n\n_____\nPelecehan | Indonesia | #WaspadaCacarMonyet https://t.co/8xUv7w8xPT',,0,5,Positif
Kingskrtk,"b'Maunya sih bodoamat soal cacar monyet, tapi kok nyebar sana sini, ngeri #WaspadaCacarMonyet'",,0,0,Positif
Pratiwiimut26,"b'cacar monyet ini termasuk penyakit endemik di Afrika tapi kalo sampe nyebar ke benua lain tuh agak gimana gitu ya,\xe2\x80\xa6 https://t.co/Mdjtumrg6L'",,0,0,Positif
Hildarend,"b'Lagi lagi soal virus, ga ada habisnya nih, #WaspadaCacarMonyet'",,0,0,Positif
Rohmadiokee,"b'Tetep waspada guys, kalian semua harus tau soal #WaspadaCacarMonyet dan apa apa saja gejalanya jika tertular, biar\xe2\x80\xa6 https://t.co/myrkc5F1Qz'",,0,0,Positif
kaum_muslimin01,"b'#waspadacacarmonyet  Cebong LGBT PKI Pancasila anti Syareat islam, anti khilafah, anti kadrun, melahirkan pejabat b\xe2\x80\xa6 https://t.co/3IOKRZAHvq'",,1,1,Negatif
80KUSUN,b'asli ya aku abis liat foto bentol bentolnya cacar monyet langsung merinding sebadan please stay safe temen temen ja\xe2\x80\xa6 https://t.co/PoPxNoKu0J',,0,0,Positif
cakrawalaabumi,b'Yuk saling mengingatkan dan kasih tau ke keluarga atau teman terdekat untuk menjaga kesehatan dari penyakit cacar m\xe2\x80\xa6 https://t.co/bOHl4edpzh',,0,0,Positif
ViandtJr,"b'Bener bener dah ini virus, sampe kemana-mana, masa mau jadi the next #WaspadaCacarMonyet'",,0,0,Positif
RUBYADAWIYAHDGN,"b'meskipun cacar monyet ngga separah kopit, tapi bentol bentol nanahnya itu katanya bisa nyebar huhuhu stay safe kawa\xe2\x80\xa6 https://t.co/RmJYJnDUyH'",,0,0,Positif
epooyy99,"b'RT @puttezy: #WaspadaCacarMonyet setelah covid terbitlah wabah cacar monyet yang mulai membeludak di negara Eropa, cacar monyet ini bisa ny\xe2\x80\xa6'",,7,0,Positif
Gojess95316060,b'kayanya kita harus mulai ngurangin kegiatan diluar rumah lagi deh apalagi yang berkerumun gitu ngeri banget soalnya\xe2\x80\xa6 https://t.co/BcjwwvOQDn',,0,0,Positif
kaum_muslimin01,"b'#waspadacacarmonyet  Cebong LGBT PKI Pancasila anti Syareat islam, anti khilafah, anti kadrun, melahirkan bajingan\xe2\x80\xa6 https://t.co/NbLWxuM02j'",,1,2,Negatif
Faraamari,"b'Yuk waspada aja gais, hati hati jaga diri, karena virus baru sedang mengintai #WaspadaCacarMonyet'",,0,0,Positif
Salsamineun,b'guyss tau gk Di Thailand udah mulai ada laporan orang yang terjangkit cacar monyet waktu transit di bandara di bang\xe2\x80\xa6 https://t.co/iY1KmAdJpQ',,0,0,Positif
epooyy99,"b'Awas ajaa penyakit ini malah membunuh binatang Monyet. Ini padahal bukan bagian dr monyet, binatang g salah. Kita y\xe2\x80\xa6 https://t.co/zWNcagkuOM'",,0,0,Positif
shopeesale_id,b'Mybamus Blayne Basic Skirt Black M15593 R54S6 dengan harga Rp59.000. Dapatkan di Shopee sekarang!\xe2\x80\xa6 https://t.co/4lPdKFhuDL',,0,0,Netral
Devikrtk,b'Ngeri banget liat yang kena cacar monyet #WaspadaCacarMonyet',,0,0,Positif
imfti_ivei,b'Ni penyakit apalagi niii\n\n#WaspadaCacarMonyet',,0,0,Positif
shopeesale_id,b'Mybamus Long Flared Skirt White M15585 R81S4 dengan harga Rp59.000. Dapatkan di Shopee sekarang!\xe2\x80\xa6 https://t.co/yjLjnZ83mR',,0,1,Netral
AzkayraYasna26,b'setelah covid terus hepatitis akut sekarang penyakit cacar monyet naik lagi heuheu tetep waspada ya genx\xe2\x80\xa6 https://t.co/ncwoenZdYn',,0,0,Positif
langsungcekout,"b'sebenernya cacar monyettt ini penyakit yang udah lama dan udah jadiii endemik juga di Afrika, tapi baru booming ban\xe2\x80\xa6 https://t.co/LftYX2i37W'",,0,0,Positif
epooyy99,"b'RT @sayvuran: lagi dan lagi kita dihadapkan oleh penyakit menular, kita penyakit ini lebih menyerang kulit yang dinamai cacar monyet #Waspa\xe2\x80\xa6'",,2,0,Positif
YouWannaSee13,b'List barang harga 10k hari ini \xf0\x9f\x94\xa5\n\n\xf0\x9f\x94\x97 https://t.co/MvmeGV5vEV\n\n. \n. \n\xf0\x9f\x93\xa2 eril pelecehan #onepiece1051 yamato\xe2\x80\xa6 https://t.co/Wy3y7aq5tu',,0,0,Netral
gratisong,b'#waspadacacarmonyet \nDiii Indonesia \nDariii Afrika Selatan \nTidak ada paspor tanpa visa \nPengen masuk ke Indonesia',,0,0,Positif
kalong3s,b'meskipun katanya virus cacar monyet katanya ngga bakal jadi pandemi tapi kan agak khawatir juga ya kalo bakal jadi\xe2\x80\xa6 https://t.co/CuevkdIP4K',,0,0,Positif
babaynah1,b'#WaspadaCacarMonyet ygy jangan sampai lengah ayo maskernya dipakai terus kalo keluar rumah',,0,0,Positif
arsyadputrazzz,b'aduh sekarang mah penyakit namanya udah aneh aneh aja ya kan kemarin tuh ada flu singapur yang umumnya menjangkit a\xe2\x80\xa6 https://t.co/xzouKyj4dh',,0,0,Positif
gushaf12,"b'cacar monyet ini kebanyakan korbannya laki-laki ya, tapi meskipun gitu laki-laki perempuan tua muda harus aware ya\xe2\x80\xa6 https://t.co/epdcGJACTo'",,0,0,Positif
vermilionchan,b'apalagi ini #waspadacacarmonyet anjir',,0,0,Positif
alarmdiet,"b'Aku jadi kasihan juga ya kalau penyakit ini menular anak-anak, kasian wajib ngerasain sakit yang sebegitunya dari e\xe2\x80\xa6 https://t.co/9pxK6qIQ10'",,0,1,Positif
kaum_muslimin01,"b'#waspadacacarmonyet  Cebong LGBT PKI Pancasila anti Syareat islam, anti khilafah, anti kadrun, melahirkan bajingan\xe2\x80\xa6 https://t.co/8u8u4WbSDx'",,0,0,Negatif
galau1q,"b'pertengahan kelas 11 dilanjut gapyear sekarang mulai kuliah ini masih aja ada penyakit baru yang muncul, bukan baru\xe2\x80\xa6 https://t.co/iGNNFqji8R'",,0,0,Positif
OzumiKanaka,"b'Pandemi covid kelar, sekarang malah muncul cacar monyet. Bener-bener harus #WaspadaCacarMonyet  yang mulai membelud\xe2\x80\xa6 https://t.co/5RPR88vywP'",,0,0,Positif
galonle,b'#waspadacacarmonyet  jaga kesehatan kalian dan sekitar yaaa gais',,0,0,Positif
samarak3as,b'ngeri banget ngeliat cacar monyet yang ngejangkit manusia bisa sampe bentol bentol besar sekujur tubuh gitu :(((( K\xe2\x80\xa6 https://t.co/NniqUSBIut',,0,0,Positif
Aminaa0122,b'#WaspadaCacarMonyet ya guys jangan sampe lengah ayo maskernya dipake terus kalo keluar rumah soalnya setelah aku ba\xe2\x80\xa6 https://t.co/7lNFZnbxee',,0,0,Positif
hugo1019998816,b'sebenernya cacar monyet ini kan penyakit lama ya udah jadi endemik juga di Afrika tapi baru santer banget akhir akh\xe2\x80\xa6 https://t.co/YYO7JOQKjA',,0,0,Positif
shopeesale_id,b'ZARAA POLOS RUFFLE LONG SKIRT TERBARU dengan harga Rp35.910. Dapatkan di Shopee sekarang! https://t.co/K1nuasnatG\nE\xe2\x80\xa6 https://t.co/wKUWxPQQUb',,0,0,Netral
shopeesale_id,b'Dale Basic Skirt dengan harga Rp139.000. Dapatkan di Shopee sekarang! https://t.co/YYOLcPEf2h\nEril pelecehan hujan\xe2\x80\xa6 https://t.co/6orgD01LKt',,0,0,Netral
shopeesale_id,b'XANDRA SKIRT dengan harga Rp48.999. Dapatkan di Shopee sekarang! https://t.co/rupJWU0W43\nEril pelecehan hujan bulan\xe2\x80\xa6 https://t.co/MXnyxCnncN',,0,0,Netral
shopeesale_id,b'HanaFashion - Casual Midi Skirt Rok Wanita Kerja - SK035 dengan harga Rp79.000. Dapatkan di Shopee sekarang!\xe2\x80\xa6 https://t.co/IKyvA4Ex8X',,0,0,Netral
inilani_77,b'jaga kesehatan dan kebersihan kawan #WaspadaCacarMonyet sudah ada di beberapa negara',,0,0,Positif
shopeesale_id,b'Rok Daisy Rok Korean Style Rok Panjang Midi Skirt Chiffon Rok Bunga Korea dengan harga Rp57.000. Dapatkan di Shopee\xe2\x80\xa6 https://t.co/mkAQbmSghL',,0,0,Netral
shopeesale_id,b'Skinny Skirt by Rokgaliya | rok span | rok kaos dengan harga Rp120.000. Dapatkan di Shopee sekarang!\xe2\x80\xa6 https://t.co/jVN71d9JEV',,0,0,Netral
shopeesale_id,b'Rok Plisket Visky / Flare Pleated Midi Skirt dengan harga Rp15.900. Dapatkan di Shopee sekarang!\xe2\x80\xa6 https://t.co/G4VUIQflad',,0,0,Netral
shopeesale_id,b'Tribeca Skirt Premium Original by Sassaskirt dengan harga Rp185.000. Dapatkan di Shopee sekarang!\xe2\x80\xa6 https://t.co/mPjoHuIts7',,0,0,Netral
shopeesale_id,b'Geela Official - Volgograd Skirt ( G 2138 ) dengan harga Rp529.900. Dapatkan di Shopee sekarang!\xe2\x80\xa6 https://t.co/ixqFOsMMLd',,0,0,Netral
shopeesale_id,b'Mybamus Long Flared Skirt White M15585 R81S4 dengan harga Rp59.000. Dapatkan di Shopee sekarang!\xe2\x80\xa6 https://t.co/KidFn8zEyC',,0,0,Netral
shopeesale_id,b'Basic Skirt (Rok Kaos Span Polos) dengan harga Rp125.000. Dapatkan di Shopee sekarang! https://t.co/nO7F4TBgUK\nEril\xe2\x80\xa6 https://t.co/o6sLxmx9Ne',,0,0,Netral
shopeesale_id,b'Geela Official - Malta Skirt ( G.2157 ) dengan harga Rp529.900. Dapatkan di Shopee sekarang!\xe2\x80\xa6 https://t.co/Ge7Gg2dYBp',,0,0,Netral
shopeesale_id,b'Cek Pencil Denim Skirt by Rokgaliya | rok span | rok kaos | rok lurus | dengan harga Rp155.000. Dapatkan di Shopee\xe2\x80\xa6 https://t.co/X10kiehchv',,0,0,Netral
shopeesale_id,b'PRIMAHIJABOUTFIT GAIYA LONG SKIRT (3535) dengan harga Rp145.000. Dapatkan di Shopee sekarang!\xe2\x80\xa6 https://t.co/IzvabbVtSD',,0,0,Netral
shopeesale_id,b'ROK PLISKET PRISKET PANJANG PLEATED SKIRT FLARE SKIRT MAYUNG FLOWY REMPEL TERBARU dengan harga Rp30.000. Dapatkan d\xe2\x80\xa6 https://t.co/2O61UeBW7H',,0,0,Netral
RIDZUANDUNGUN44,"b'sebenernya cacar monyet ini penyakit lama dan udah jadi endemik juga di Afrika, tapi baru booming banget akhir-akhi\xe2\x80\xa6 https://t.co/2of3BIuMH4'",,0,0,Positif
commochammocks,b'SPESIAL TANGGAL MERAH FULL SIRAMAN TERBAIK DISCOUNT SAMPAI 70%\xf0\x9f\xa4\xaf\n\n\xf0\x9f\x8f\xb4\xe2\x80\x8d\xe2\x98\xa0\xef\xb8\x8fMONTE EQUIPMENT STORE BANDUNG\nJl. Cihanjuang N\xe2\x80\xa6 https://t.co/YVcjQLaBMo',,0,0,Netral
YuliaChiara,b'#waspadacacarmonyet \nDi Indonesia \nDari Afrika Selatan \nTanpa paspor tanpa visa \nMau masuk ke Indonesia',,0,1,Positif
Fiksss9,b'#WaspadaCacarMonyet ya guys jangan sampe lengah ayo maskernya dipake terus kalo keluar rumah soalnya setelah aku ba\xe2\x80\xa6 https://t.co/dy2kLX1QeU',,0,0,Positif
Jakaptra,"b'Aku jadi kasian juga ya kalau penyakit ini menjangkit anak-anak, kasian harus ngerasain sakit yang sebegitunya dari\xe2\x80\xa6 https://t.co/w0swiYVkvz'",,0,0,Positif
kaum_muslimin01,"b'#waspadacacarmonyet  Cebong LGBT PKI Pancasila anti Syareat islam, anti khilafah, anti kadrun, melahirkan penjajah\xe2\x80\xa6 https://t.co/cr4l8ltJxa'",,0,0,Positif
mohtaritahir,"b'Bagi kalian yang merasa mendapatkan gejala cacar monyet, jangan lupa untuk langsung lapor ke dinkes setempat agar s\xe2\x80\xa6 https://t.co/afvduktvwJ'",,0,0,Positif
albertorobet,"b'lagi lagi ada penyakit baru, kalo bisa jangan berpergian lintas negara dulu deh soalnya cacar monyet lagi naik kasu\xe2\x80\xa6 https://t.co/VXOZhEyn86'",,0,0,Positif
Oktakk4,b'#WaspadaCacarMonyet ya guys jangan sampe lengah ayo maskernya dipake terus kalo keluar rumah soalnya setelah aku ba\xe2\x80\xa6 https://t.co/Oz2yXOSUCR',,0,0,Positif
enisacantik,b'ingat ini yaa kalo bisa jangan berpergian lintas negara dulu deh soalnya cacar monyet lagi naik kasusnya tetep hati\xe2\x80\xa6 https://t.co/r27Kmyxtub',,0,0,Positif
itslizau,b'Kalian semua saat ini jangan lupa share info info seputar cacar monyet ini ke temen dan keluarga kalian kan terutam\xe2\x80\xa6 https://t.co/NXVzA7ACiX',,0,0,Positif
Hemdii1,b'#WaspadaCacarMonyet ya guys jangan sampe lengah ayo maskernya dipake terus kalo keluar rumah soalnya setelah aku ba\xe2\x80\xa6 https://t.co/zTBdGtD0pq',,0,0,Positif
Griss1997,"b'Kalau menurut Epidemiolog WHO David Heymann ya wak, untungnya sih monkeypox ini diterawang tidak akan jadi seperti\xe2\x80\xa6 https://t.co/lN3dM5RE6X'",,0,0,Positif
HeriNaki20s,"b'Vaksin keluaran Amerika Serikat yang mereka pakai, baik JYNNEOS dan ACAM2000 sama sama menggunakan virus hidup katanya #WaspadaCacarMonyet'",,0,0,Negatif
Lizazizuzezo0,"b'Semoga tidak menjadi pandemi dan jangan sampai masuk ke Indonesia, aamiin. \nDiliat-liat penyakit ini bahaya loh ges\xe2\x80\xa6 https://t.co/g92XiXj0aP'",,0,0,Positif
sendihendra1,b'penyakit bahaya nih meskipun katanya virus cacar monyet katanya ngga bakal jadi pandemi tapi kan agak khawatir juga\xe2\x80\xa6 https://t.co/D3ozBJVs6o',,0,0,Positif
bbiio0,b'kalau diliat dari gejalanya nih gue takutnya orang orang pada acuh iya gak sih soalnya kan gejalanya tuh kaya biasa\xe2\x80\xa6 https://t.co/4shd0SGgMF',,0,0,Positif
AdesaharaD,"b'Dunia emang sebercanda itu, lucu sampai netesin air mata.\nLepas dari kelelawar datang lagi dari monkey.\xe2\x80\xa6 https://t.co/wn1dQWGi8F'",,0,8,Positif
Iramira22,"b'Kalau di Amerika Serikat nih beritanya, mereka sudah sedia vaksin untuk mengatasi monkeypox, namanya JYNNEOS dan AC\xe2\x80\xa6 https://t.co/W5kxyz8OTa'",,0,0,Positif
bismilahsugih,b'ttp waspada pokoknya meskipun katanya virus cacar monyet katanya ngga bakal jadi pandemi tapi kan agak khawatir jug\xe2\x80\xa6 https://t.co/jnR461LTPN',,0,0,Positif
